,NPA,Vacant_Land,Vacant_Land_Area,Commercial_Construction,Commercial_Construction_Permitted_Units,Commercial_Size,Commercial_Size_Total,Commercial_Building_Age,Impervious_Surface,Impervious_Surface_Area,Adopt_a_Stream,Adopt_a_Stream_Length,Pharmacy_Proximity,Pharmacy_Proximate_Units,Housing_Density,Housing_Units,Single_Family_Housing,Single_Family_Units,Housing_Size,Housing_Age,New_Residential,New_Residential_Permit_Units,Residential_Renovation,Residential_Renovation_Permit_Units,Foreclosures,Foreclosed_Units,Housing_Violations,Housing_Violations_Total,Street_Connectivity,Transit_Proximity,Transit_Proximate_Units,Violent_Crime_Rate,Property_Crime_Rate,Combined_Crime_Rate,Violent_Crime_Rate_Log2,Property_Crime_Rate_Log2,Violent_Crime_Rate_Class,Property_Crime_Rate_Class
340,346.0,7.6,56.0,2.19,16.0,63830.0,2808530.0,43.0,195,26.7,0.0,0.0,0.0,0.0,1.4,1056,66.0,696.0,1339.0,52.0,0.0,0.0,0.82,6.0,0.3,2.0,1.99,21.0,1.23,100.0,1051.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
341,347.0,15.9,22.0,1.43,2.0,21616.0,453942.0,57.0,36,25.7,6.38,0.06,0.0,0.0,2.5,345,59.0,203.0,1218.0,63.0,4.29,6.0,10.73,15.0,0.6,1.0,4.06,14.0,1.24,100.0,345.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
342,348.0,17.4,277.0,0.06,1.0,4537.0,127028.0,53.0,147,9.2,50.0,2.8,22.0,288.0,0.8,1284,97.0,1240.0,1786.0,38.0,0.13,2.0,1.63,26.0,0.9,12.0,0.31,4.0,1.21,60.0,765.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
343,349.0,2.3,7.0,0.0,0.0,1583.0,7917.0,42.0,61,20.5,100.0,2.66,75.0,594.0,2.7,790,34.0,267.0,3682.0,41.0,1.01,3.0,7.73,23.0,0.0,0.0,0.13,1.0,1.15,93.0,734.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
344,350.0,0.0,0.0,0.96,3.0,8120.0,40598.0,46.0,75,24.1,100.0,1.52,5.0,37.0,2.4,758,40.0,306.0,2506.0,46.0,0.32,1.0,7.06,22.0,0.6,3.0,0.0,0.0,1.14,67.0,505.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
345,351.0,9.5,19.0,0.49,1.0,,,,36,17.8,0.0,0.0,46.0,203.0,2.2,441,78.0,345.0,2818.0,23.0,1.98,4.0,5.93,12.0,0.0,0.0,0.68,3.0,1.09,98.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,352.0,1.9,5.0,0.79,2.0,5285.0,21139.0,21.0,76,30.0,0.0,0.0,0.0,0.0,4.5,1142,16.0,177.0,2746.0,21.0,0.0,0.0,1.58,4.0,0.0,0.0,0.18,2.0,1.04,100.0,1141.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
347,353.0,2.1,14.0,0.58,4.0,24964.0,124822.0,26.0,113,16.5,75.18,4.12,13.0,127.0,1.5,1003,100.0,1003.0,2418.0,40.0,0.0,0.0,6.71,46.0,0.0,0.0,0.1,1.0,1.19,91.0,914.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
348,354.0,1.5,4.0,8.59,22.0,40284.0,604255.0,25.0,72,28.1,99.44,1.77,50.0,509.0,4.0,1012,,103.0,1672.0,35.0,0.0,0.0,1.95,5.0,1.5,4.0,0.0,0.0,1.24,100.0,1012.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
349,355.0,1.9,12.0,9.1,58.0,58397.0,2686268.0,14.0,183,28.7,99.31,4.34,0.0,0.0,1.7,1049,20.0,213.0,2266.0,17.0,0.0,0.0,0.78,5.0,0.0,0.0,0.29,3.0,1.13,39.0,405.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
350,356.0,6.3,61.0,2.25,22.0,57029.0,627315.0,19.0,207,21.2,,,63.0,1196.0,1.9,1893,50.0,940.0,4410.0,17.0,3.07,30.0,4.41,43.0,0.3,5.0,0.0,0.0,1.07,56.0,1053.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
351,357.0,2.7,9.0,5.5,19.0,14873.0,252840.0,41.0,96,27.8,0.0,0.0,36.0,518.0,4.2,1439,44.0,629.0,1719.0,46.0,0.58,2.0,8.68,30.0,0.2,2.0,0.21,3.0,1.14,99.0,1427.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
352,358.0,0.6,5.0,22.47,185.0,129060.0,7872634.0,26.0,306,37.2,100.0,4.92,61.0,1010.0,2.0,1665,38.0,634.0,2656.0,50.0,0.49,4.0,6.68,55.0,0.0,0.0,0.0,0.0,1.25,100.0,1665.0,0.0,15.6882743761,7.84413718803,0.0,3.9608426346,0.0,3.0
353,359.0,3.0,13.0,1.93,8.0,1238.0,1238.0,23.0,88,21.2,,,0.0,0.0,2.6,1064,71.0,754.0,2347.0,45.0,0.48,2.0,13.72,57.0,0.0,0.0,0.09,1.0,1.18,100.0,1064.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
354,360.0,27.2,386.0,0.21,3.0,8057.0,64453.0,19.0,104,7.3,65.64,3.82,0.0,0.0,1.1,1499,100.0,1499.0,1771.0,20.0,2.11,30.0,0.99,14.0,0.9,13.0,0.27,4.0,1.07,31.0,468.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
355,361.0,20.9,104.0,3.63,18.0,19833.0,1705617.0,56.0,117,23.6,72.41,2.94,0.0,0.0,1.2,596,77.0,459.0,1021.0,66.0,18.97,94.0,2.02,,0.9,3.0,4.53,27.0,1.42,100.0,596.0,15.6882743761,15.6882743761,15.6882743761,3.9608426346,3.9608426346,3.0,3.0
356,362.0,2.8,22.0,1.6,13.0,50859.0,1932657.0,34.0,169,20.8,37.41,1.59,0.0,0.0,1.6,1303,61.0,799.0,1212.0,53.0,0.12,1.0,1.97,16.0,0.3,2.0,2.46,32.0,1.27,100.0,1303.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
357,363.0,19.3,262.0,1.54,21.0,29385.0,5436212.0,45.0,362,26.6,0.0,0.0,0.0,0.0,0.9,1205,76.0,912.0,935.0,56.0,0.29,4.0,1.91,26.0,0.1,1.0,5.48,66.0,1.23,100.0,1205.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
358,364.0,4.0,19.0,0.83,4.0,6383.0,255335.0,59.0,132,27.3,100.0,2.58,55.0,628.0,2.4,1149,72.0,826.0,3569.0,53.0,2.28,11.0,12.82,62.0,0.1,1.0,0.0,0.0,1.34,100.0,1149.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
359,365.0,3.7,,2.23,6.0,10943.0,306404.0,47.0,70,26.0,100.0,0.6,90.0,747.0,3.1,826,71.0,588.0,1210.0,60.0,0.0,0.0,33.75,91.0,0.2,1.0,0.73,6.0,1.36,100.0,826.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
360,366.0,3.6,13.0,6.61,23.0,18358.0,2001009.0,51.0,133,38.2,100.0,2.24,100.0,441.0,1.3,441,52.0,230.0,1217.0,63.0,0.0,0.0,1.44,5.0,0.0,0.0,0.91,4.0,1.27,100.0,441.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
361,367.0,2.6,19.0,8.75,64.0,27880.0,6273021.0,59.0,263,36.0,100.0,2.05,89.0,2766.0,4.2,3094,29.0,909.0,1863.0,79.0,16.68,122.0,7.25,53.0,0.1,1.0,0.16,5.0,1.41,100.0,3094.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
362,368.0,4.6,51.0,2.52,28.0,48607.0,2867798.0,21.0,299,26.9,7.86,0.37,85.0,1007.0,1.1,1184,79.0,932.0,1548.0,37.0,0.0,0.0,0.99,11.0,0.7,8.0,,,1.24,100.0,1184.0,,6.97256638936,6.97256638936,,2.6405617564,,2.0
363,369.0,8.6,28.0,2.74,9.0,15379.0,1368726.0,51.0,87,26.4,,,0.0,0.0,1.4,465,85.0,397.0,974.0,66.0,0.0,0.0,1.52,5.0,0.3,1.0,3.23,15.0,1.29,100.0,465.0,15.6882743761,15.6882743761,15.6882743761,3.9608426346,3.9608426346,3.0,3.0
364,370.0,9.9,46.0,2.76,13.0,22080.0,1236497.0,29.0,141,29.9,100.0,3.19,87.0,1059.0,2.6,1219,43.0,527.0,936.0,52.0,1.7,8.0,2.33,11.0,0.8,3.0,4.51,55.0,1.21,100.0,1219.0,15.6882743761,15.6882743761,15.6882743761,3.9608426346,3.9608426346,3.0,3.0
365,371.0,7.7,108.0,0.86,12.0,17201.0,2218897.0,39.0,339,24.3,83.75,2.01,12.0,261.0,1.6,2254,83.0,1871.0,1324.0,51.0,0.07,1.0,1.86,26.0,0.6,11.0,2.88,65.0,1.3,100.0,2254.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
366,372.0,5.5,108.0,0.15,3.0,10155.0,152321.0,17.0,320,16.4,0.0,0.0,20.0,883.0,2.2,4416,83.0,3647.0,2345.0,17.0,0.0,0.0,1.79,35.0,0.5,20.0,0.16,7.0,1.11,8.0,342.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
367,373.0,2.3,19.0,0.82,7.0,19105.0,114629.0,39.0,178,20.8,0.0,0.0,27.0,306.0,1.3,1113,86.0,959.0,2726.0,48.0,0.94,8.0,6.2,53.0,0.2,2.0,0.36,4.0,1.23,70.0,778.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
368,374.0,14.0,58.0,1.68,7.0,3611.0,122758.0,48.0,65,15.6,0.0,0.0,51.0,576.0,2.7,1137,85.0,968.0,1073.0,56.0,0.48,2.0,6.48,27.0,0.9,8.0,6.86,78.0,1.27,100.0,1137.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
369,375.0,1.9,19.0,0.0,0.0,14783.0,103480.0,18.0,150,15.1,100.0,2.16,37.0,324.0,0.9,867,100.0,866.0,3951.0,33.0,2.02,20.0,7.07,70.0,0.0,0.0,0.0,0.0,1.13,76.0,659.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
370,376.0,16.6,191.0,0.0,0.0,15568.0,140110.0,39.0,109,9.5,20.26,1.23,24.0,358.0,1.3,1517,94.0,1427.0,1772.0,24.0,0.0,0.0,1.22,14.0,0.8,11.0,0.4,6.0,1.06,76.0,1153.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
371,377.0,9.7,105.0,0.37,4.0,13527.0,40580.0,16.0,130,12.0,30.42,1.39,3.0,62.0,1.9,2043,80.0,1643.0,2558.0,14.0,0.09,1.0,1.67,18.0,1.0,20.0,0.15,3.0,1.12,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
372,378.0,3.6,33.0,1.64,15.0,11164.0,814968.0,60.0,176,19.3,100.0,2.45,73.0,1582.0,2.4,2168,88.0,1911.0,1727.0,63.0,3.5,32.0,15.65,143.0,0.1,1.0,0.23,5.0,1.34,100.0,2168.0,15.6882743761,6.97256638936,11.3304203827,3.9608426346,2.6405617564,3.0,2.0
373,379.0,2.7,29.0,0.28,3.0,28780.0,143899.0,19.0,180,16.8,44.25,2.85,39.0,520.0,1.2,1324,98.0,1302.0,3755.0,20.0,0.47,5.0,5.96,64.0,0.1,1.0,0.15,2.0,1.07,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
374,380.0,2.8,53.0,0.21,4.0,1645.0,4934.0,23.0,220,11.7,29.99,2.0,6.0,117.0,1.0,1831,100.0,1831.0,3561.0,25.0,0.16,3.0,4.15,78.0,0.1,2.0,0.16,3.0,1.08,7.0,134.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
375,381.0,1.6,8.0,6.7,33.0,10672.0,384177.0,54.0,125,25.4,100.0,0.94,60.0,1233.0,4.2,2071,37.0,770.0,1419.0,66.0,22.75,112.0,8.73,43.0,0.0,0.0,0.14,3.0,1.29,99.0,2057.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
376,382.0,11.3,49.0,2.99,13.0,14229.0,540683.0,57.0,90,20.7,16.6,0.39,0.0,0.0,2.1,915,82.0,752.0,1095.0,61.0,4.14,18.0,9.9,43.0,0.3,2.0,4.04,37.0,1.38,100.0,915.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
377,383.0,2.8,17.0,0.97,6.0,12679.0,722675.0,37.0,175,28.3,100.0,1.44,78.0,1242.0,2.6,1591,68.0,1089.0,1478.0,52.0,0.0,0.0,4.37,27.0,0.2,2.0,1.32,21.0,1.29,95.0,1510.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
378,384.0,3.1,11.0,40.01,139.0,93690.0,10399613.1,61.0,136,39.1,99.14,1.15,70.0,1273.0,5.2,1821,5.0,96.0,1472.0,89.0,103.33,359.0,2.88,,0.2,2.0,0.16,3.0,1.44,100.0,1821.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
379,385.0,8.6,68.0,1.26,,14941.0,821752.0,55.0,148,18.7,0.0,0.0,26.0,518.0,2.5,1984,69.0,1367.0,1087.0,61.0,0.63,5.0,3.79,30.0,0.8,12.0,4.13,82.0,1.2,100.0,1984.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
380,386.0,8.2,23.0,3.24,9.0,11052.0,232090.0,61.0,48,17.3,,,31.0,260.0,3.0,841,82.0,690.0,1122.0,66.0,6.84,19.0,19.44,54.0,0.0,0.0,2.38,20.0,1.45,100.0,841.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
381,387.0,17.6,313.0,1.57,28.0,21845.0,5155455.0,40.0,537,30.2,0.0,0.0,45.0,423.0,0.5,943,86.0,814.0,1125.0,51.0,0.0,0.0,0.62,11.0,0.4,3.0,2.33,22.0,1.33,100.0,943.0,27.8902655574,15.6882743761,21.7892699668,5.2811235128,3.9608426346,4.0,3.0
382,388.0,7.0,28.0,8.55,34.0,17230.0,1395590.0,55.0,93,23.4,2.27,0.02,48.0,473.0,2.5,985,68.0,666.0,1235.0,73.0,8.55,34.0,13.58,54.0,0.2,1.0,3.55,35.0,1.49,100.0,985.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
383,389.0,1.1,13.0,2.18,24.0,9363.0,308968.0,42.0,232,21.1,2.44,0.01,18.0,627.0,3.3,3575,55.0,1959.0,1444.0,50.0,0.0,0.0,4.55,50.0,0.6,12.0,0.9,32.0,1.26,100.0,3575.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
384,390.0,6.1,16.0,0.75,2.0,9747.0,672514.0,55.0,73,27.4,,,93.0,731.0,2.9,783,42.0,330.0,1199.0,54.0,4.13,11.0,2.63,7.0,0.0,0.0,0.51,4.0,1.2,100.0,783.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
385,391.0,1.3,7.0,0.0,0.0,33410.0,66820.0,48.0,95,16.9,,,0.0,0.0,1.7,971,99.0,959.0,2313.0,42.0,0.0,0.0,8.37,47.0,0.1,1.0,0.1,1.0,1.21,21.0,206.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
386,392.0,1.4,20.0,3.27,48.0,27338.0,1421583.0,52.0,405,27.6,100.0,7.81,28.0,1145.0,2.8,4089,65.0,2641.0,3000.0,60.0,7.84,115.0,12.82,188.0,0.1,2.0,0.12,5.0,1.44,100.0,4079.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
387,393.0,0.6,6.0,6.81,68.0,18636.0,1919529.0,39.0,289,29.0,69.84,4.4,21.0,574.0,2.7,2681,69.0,1842.0,1575.0,58.0,26.75,267.0,8.52,85.0,0.2,4.0,0.48,13.0,1.35,97.0,2611.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
388,394.0,7.5,30.0,1.53,6.0,18403.0,239235.0,40.0,93,23.7,100.0,0.14,,139.0,3.7,1444,36.0,514.0,1713.0,50.0,1.02,4.0,7.64,30.0,0.5,4.0,0.69,,1.17,98.0,1408.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
389,395.0,9.1,57.0,1.74,11.0,22756.0,978502.0,16.0,154,24.4,22.58,0.21,89.0,591.0,1.0,662,67.0,441.0,2158.0,31.0,0.16,1.0,0.95,6.0,0.5,3.0,,,1.13,0.0,2.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
390,396.0,33.8,1520.0,0.02,1.0,3594.0,14375.0,25.0,113,2.5,0.0,0.0,0.0,0.0,0.2,1015,89.0,906.0,2024.0,30.0,0.62,28.0,0.47,21.0,1.1,11.0,,,1.09,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
391,397.0,4.9,7.0,1.99,3.0,20885.0,417698.0,15.0,61,40.5,,,91.0,1021.0,7.5,1128,4.0,39.0,1903.0,15.0,0.0,0.0,0.66,1.0,0.0,0.0,,,1.23,100.0,1128.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
392,398.0,18.0,50.0,1.08,3.0,20749.0,103744.0,28.0,35,12.6,100.0,0.73,0.0,0.0,1.5,415,33.0,135.0,2517.0,8.0,1.08,3.0,0.36,1.0,0.5,2.0,,,1.23,95.0,393.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
393,399.0,23.0,150.0,2.91,19.0,36992.0,998789.0,15.0,116,17.8,81.12,2.75,50.0,533.0,1.6,1057,45.0,476.0,2150.0,16.0,1.68,11.0,1.38,9.0,0.4,2.0,,,1.33,99.0,1051.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
394,400.0,7.1,47.0,0.3,2.0,2164.0,4328.0,33.0,88,13.3,0.0,0.0,0.0,0.0,1.3,881,100.0,881.0,2833.0,26.0,0.3,2.0,3.32,22.0,0.0,0.0,,,0.99,33.0,289.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
395,401.0,6.1,55.0,0.55,5.0,12523.0,175324.0,27.0,109,12.1,,,28.0,233.0,0.9,824,88.0,723.0,1964.0,31.0,0.11,1.0,0.55,5.0,0.4,3.0,,,1.11,0.0,0.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
396,402.0,21.7,213.0,0.1,1.0,22043.0,132256.0,32.0,64,6.5,,,2.0,12.0,0.6,571,100.0,571.0,2102.0,31.0,0.1,1.0,1.53,15.0,0.4,2.0,,,1.14,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
397,403.0,26.6,475.0,0.61,11.0,15055.0,210765.0,16.0,119,6.7,0.0,0.0,15.0,101.0,0.4,689,100.0,689.0,2910.0,25.0,1.51,27.0,1.12,20.0,0.0,0.0,,,1.1,,72.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
398,404.0,13.8,57.0,1.71,7.0,9290.0,306564.0,56.0,67,16.4,100.0,0.17,65.0,551.0,2.1,853,64.0,549.0,1445.0,47.0,0.24,1.0,1.47,6.0,0.0,0.0,,,1.17,99.0,845.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
399,405.0,9.5,54.0,0.52,3.0,59907.0,419350.0,18.0,99,17.3,,,1.0,,2.4,1379,75.0,1036.0,2002.0,14.0,0.17,1.0,2.44,14.0,0.1,1.0,,,1.35,34.0,470.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
400,406.0,9.8,135.0,0.22,3.0,11307.0,135688.0,31.0,142,10.3,0.0,0.0,15.0,128.0,0.6,864,98.0,847.0,2643.0,30.0,1.81,25.0,2.32,32.0,0.2,2.0,,,1.15,9.0,82.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
401,407.0,21.2,316.0,0.6,9.0,7735.0,193376.0,41.0,96,6.4,8.37,0.17,24.0,170.0,0.5,716,99.0,711.0,2136.0,34.0,0.47,7.0,0.8,12.0,0.0,0.0,,,1.11,26.0,185.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
402,408.0,5.5,62.0,0.63,7.0,21906.0,481927.0,23.0,153,13.8,5.06,0.26,40.0,431.0,1.0,1070,86.0,924.0,2485.0,28.0,0.54,6.0,1.8,20.0,0.2,2.0,,,1.18,47.0,503.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
403,409.0,11.8,108.0,0.98,9.0,14156.0,311442.0,23.0,168,18.3,,,30.0,311.0,1.1,1045,91.0,953.0,4001.0,20.0,0.98,9.0,4.89,45.0,0.1,1.0,,,1.12,26.0,275.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
404,410.0,7.9,19.0,8.55,21.0,19839.0,198394.0,17.0,65,26.5,,,0.0,0.0,3.8,1001,12.0,120.0,2776.0,26.0,0.81,2.0,3.66,9.0,0.1,1.0,,,1.11,97.0,974.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
405,411.0,25.9,135.0,7.65,40.0,22236.0,1111781.0,15.0,108,20.7,0.0,0.0,0.0,0.0,1.2,621,67.0,413.0,1852.0,13.0,0.77,4.0,0.57,3.0,0.6,4.0,,,1.27,26.0,164.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
406,412.0,17.5,354.0,0.3,6.0,33490.0,803769.0,25.0,98,4.9,0.0,0.0,2.0,4.0,0.1,252,99.0,249.0,2297.0,31.0,0.25,5.0,0.05,1.0,0.0,0.0,,,1.11,2.0,4.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
407,413.0,11.3,134.0,0.17,2.0,12188.0,365652.0,36.0,126,10.7,0.0,0.0,0.0,3.0,1.0,1214,99.0,1207.0,2796.0,18.0,0.08,1.0,1.27,15.0,0.2,3.0,,,1.08,11.0,129.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
408,416.0,4.5,,3.3,7.0,15733.0,487733.0,11.0,57,26.9,30.65,0.76,100.0,893.0,4.2,893,7.0,64.0,1906.0,18.0,0.0,0.0,0.47,1.0,0.0,0.0,,,1.29,100.0,893.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
409,417.0,9.6,66.0,0.29,2.0,27238.0,81714.0,15.0,70,10.2,58.56,3.9,45.0,325.0,1.1,719,79.0,570.0,2399.0,18.0,1.61,11.0,1.17,8.0,0.3,2.0,,,1.23,61.0,438.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
410,418.0,18.6,158.0,2.47,21.0,20716.0,704344.0,16.0,137,16.1,12.3,0.46,30.0,349.0,1.4,1171,73.0,859.0,3200.0,14.0,0.12,1.0,2.36,20.0,0.1,1.0,,,1.24,91.0,1063.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
411,419.0,11.1,63.0,0.18,1.0,2088.0,2088.0,20.0,75,13.3,46.69,3.03,0.0,0.0,1.7,952,100.0,952.0,2814.0,21.0,1.07,6.0,3.2,18.0,0.0,0.0,,,1.04,18.0,170.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
412,420.0,2.2,29.0,0.77,,16526.0,313996.0,15.0,114,8.8,0.53,0.03,52.0,582.0,0.9,1114,79.0,874.0,2341.0,19.0,0.15,2.0,1.62,21.0,0.0,0.0,,,1.1,36.0,400.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
413,421.0,30.1,218.0,0.0,0.0,4124.0,28866.0,25.0,54,7.5,,,0.0,0.0,0.9,616,81.0,499.0,3068.0,11.0,4.28,31.0,0.97,7.0,0.5,3.0,,,1.31,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
414,422.0,29.2,919.0,1.59,50.0,51662.0,3358009.0,19.0,267,8.5,89.04,4.06,1.0,9.0,0.3,814,46.0,373.0,1909.0,22.0,0.19,6.0,0.22,7.0,1.0,6.0,,,1.32,64.0,525.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
415,423.0,38.0,1107.0,0.07,2.0,12198.0,280563.0,37.0,119,4.1,10.34,0.76,2.0,14.0,0.3,766,97.0,744.0,2622.0,28.0,2.1,61.0,0.41,12.0,0.4,3.0,,,1.17,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
416,424.0,10.8,117.0,0.09,1.0,82453.0,659625.0,29.0,188,17.3,,,46.0,356.0,0.7,777,73.0,564.0,2964.0,28.0,0.28,3.0,7.94,86.0,0.1,1.0,,,1.04,46.0,359.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
417,425.0,29.7,472.0,0.0,0.0,1705.0,5116.0,22.0,56,3.5,0.0,0.0,0.0,0.0,0.3,431,99.0,428.0,2731.0,23.0,0.25,4.0,0.57,9.0,0.2,1.0,,,1.02,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
418,426.0,4.5,22.0,1.4,7.0,38371.0,844169.0,23.0,114,22.8,23.66,0.22,69.0,559.0,1.6,809,68.0,553.0,2244.0,25.0,0.0,0.0,2.2,11.0,0.2,1.0,,,1.04,50.0,401.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
419,428.0,34.0,475.0,0.14,2.0,10716.0,139304.0,41.0,96,6.9,0.0,0.0,0.0,0.0,0.4,542,99.0,539.0,2284.0,31.0,0.72,,0.79,11.0,0.4,2.0,,,1.12,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
420,430.0,47.7,308.0,0.46,3.0,13027.0,195401.0,22.0,94,14.5,67.77,5.32,0.0,0.0,2.5,1605,19.0,311.0,2474.0,7.0,11.61,75.0,4.33,28.0,0.8,5.0,,,1.26,39.0,633.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
421,431.0,29.2,211.0,0.0,0.0,889.0,889.0,13.0,53,7.3,0.0,0.0,0.0,1.0,1.0,693,100.0,692.0,1842.0,31.0,1.66,12.0,1.25,9.0,1.0,7.0,,,1.04,37.0,254.0,,,,,,,
422,432.0,30.6,404.0,0.15,2.0,4787.0,43079.0,47.0,92,7.0,,,0.0,0.0,0.7,917,96.0,880.0,2314.0,25.0,0.15,2.0,0.83,11.0,0.1,1.0,,,1.06,1.0,,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
423,433.0,19.9,47.0,0.0,0.0,,,,27,11.3,0.0,0.0,0.0,0.0,1.4,324,100.0,324.0,2668.0,22.0,0.0,0.0,2.94,7.0,0.0,0.0,,,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
